order_id,time_of_day,traffic_condition,traffic_delay
7883,Morning,High,15
7884,Afternoon,Medium,10
7885,Evening,Low,10
7886,Afternoon,Low,5
7887,Morning,Low,5
7888,Morning,High,15
7889,Afternoon,Low,5
7890,Evening,Low,10
7891,Morning,Low,5
7892,Morning,Medium,10
7893,Afternoon,Low,5
7894,Evening,High,30
7895,Evening,High,30
7896,Afternoon,Low,5
7897,Morning,Low,5
7898,Morning,Medium,10
7899,Morning,Low,5
7900,Evening,Low,10
7901,Morning,High,15
7902,Afternoon,Low,5
7903,Morning,Medium,10
7904,Evening,High,30
7905,Evening,Medium,20
7906,Morning,Low,5
7907,Morning,Low,5
7908,Morning,Low,5
7909,Evening,Medium,20
7910,Evening,Medium,20
7911,Morning,Medium,10
7912,Afternoon,Low,5
7913,Afternoon,Low,5
7914,Afternoon,Low,5
7915,Evening,High,30
7916,Afternoon,Low,5
7917,Afternoon,Low,5
7918,Afternoon,Low,5
7919,Evening,High,30
7920,Morning,Medium,10
7921,Afternoon,Medium,10
7922,Afternoon,Low,5
7923,Evening,High,30
7924,Morning,Low,5
7925,Morning,High,15
7926,Evening,High,30
7927,Afternoon,Low,5
7928,Evening,Medium,20
7929,Morning,Medium,10
7930,Morning,Low,5
7931,Evening,Medium,20
7932,Afternoon,Medium,10
7933,Evening,Low,10
7934,Afternoon,Medium,10
7935,Afternoon,Low,5
7936,Evening,High,30
7937,Evening,Medium,20
7938,Evening,Medium,20
7939,Morning,Medium,10
7940,Morning,Low,5
7941,Morning,Medium,10
7942,Morning,High,15
7943,Afternoon,Low,5
7944,Evening,Medium,20
7945,Evening,High,30
7946,Afternoon,Low,5
7947,Afternoon,Low,5
7948,Afternoon,Low,5
7949,Evening,Medium,20
7950,Afternoon,Low,5
7951,Afternoon,Low,5
7952,Evening,High,30
7953,Evening,Medium,20
7954,Evening,High,30
7955,Morning,High,15
7956,Morning,Low,5
7957,Evening,Medium,20
7958,Afternoon,Low,5
7959,Morning,High,15
7960,Afternoon,Low,5
7961,Morning,Low,5
7962,Afternoon,Low,5
7963,Evening,Medium,20
7964,Evening,High,30
7965,Evening,High,30
7966,Afternoon,Low,5
7967,Afternoon,Medium,10
7968,Evening,High,30
7969,Afternoon,Medium,10
7970,Afternoon,Medium,10
7971,Morning,Low,5
7972,Morning,Medium,10
7973,Afternoon,Low,5
7974,Evening,High,30
7975,Morning,Low,5
7976,Afternoon,Low,5
7977,Evening,Low,10
7978,Afternoon,Low,5
7979,Morning,High,15
7980,Morning,Medium,10
7981,Morning,Medium,10
7982,Afternoon,Low,5
7983,Afternoon,Low,5
7984,Afternoon,Medium,10
7985,Evening,High,30
7986,Afternoon,Low,5
7987,Morning,Low,5
7988,Morning,Low,5
7989,Evening,High,30
7990,Evening,High,30
7991,Afternoon,Low,5
7992,Morning,High,15
7993,Afternoon,Low,5
7994,Evening,High,30
7995,Afternoon,Low,5
7996,Morning,High,15
7997,Afternoon,Low,5
7998,Morning,Low,5
7999,Evening,High,30
8000,Afternoon,Low,5
8001,Evening,High,30
8002,Morning,Medium,10
8003,Evening,Low,10
8004,Evening,Medium,20
8005,Evening,Low,10
8006,Afternoon,Low,5
8007,Afternoon,Low,5
8008,Evening,High,30
8009,Afternoon,Medium,10
8010,Afternoon,Medium,10
8011,Evening,Low,10
8012,Evening,High,30
8013,Evening,High,30
8014,Morning,Low,5
8015,Morning,Medium,10
8016,Morning,High,15
8017,Morning,Low,5
8018,Afternoon,Low,5
8019,Evening,Medium,20
8020,Afternoon,Medium,10
8021,Afternoon,Medium,10
8022,Afternoon,Medium,10
8023,Afternoon,Low,5
8024,Evening,Medium,20
8025,Evening,Low,10
8026,Morning,High,15
8027,Morning,Low,5
8028,Afternoon,Medium,10
8029,Morning,High,15
8030,Morning,High,15
8031,Afternoon,Low,5
8032,Afternoon,Medium,10
8033,Afternoon,Low,5
8034,Morning,Low,5
8035,Morning,High,15
8036,Afternoon,Low,5
8037,Afternoon,Medium,10
8038,Afternoon,Low,5
8039,Evening,High,30
8040,Morning,Low,5
8041,Morning,Low,5
8042,Afternoon,Low,5
8043,Morning,Low,5
8044,Afternoon,Medium,10
8045,Afternoon,Low,5
8046,Evening,Medium,20
8047,Morning,Low,5
8048,Afternoon,Low,5
8049,Evening,Medium,20
8050,Evening,High,30
8051,Morning,Medium,10
8052,Afternoon,Medium,10
8053,Afternoon,Low,5
8054,Afternoon,Low,5
8055,Evening,Low,10
8056,Morning,Low,5
8057,Afternoon,Low,5
8058,Evening,Medium,20
8059,Morning,Low,5
8060,Evening,Medium,20
8061,Morning,High,15
8062,Afternoon,Medium,10
8063,Afternoon,Medium,10
8064,Afternoon,Low,5
8065,Afternoon,Medium,10
8066,Morning,Medium,10
8067,Morning,Low,5
8068,Morning,Medium,10
8069,Morning,High,15
8070,Afternoon,Medium,10
8071,Morning,Low,5
8072,Afternoon,Low,5
8073,Morning,Medium,10
8074,Evening,High,30
8075,Morning,Medium,10
8076,Evening,Medium,20
8077,Morning,Low,5
8078,Afternoon,Low,5
8079,Morning,Low,5
8080,Afternoon,Low,5
8081,Morning,Low,5
8082,Afternoon,Medium,10
8083,Evening,Medium,20
8084,Afternoon,Medium,10
8085,Afternoon,Low,5
8086,Morning,Low,5
8087,Morning,Medium,10
8088,Morning,Low,5
8089,Morning,Medium,10
8090,Afternoon,Low,5
8091,Morning,Medium,10
8092,Evening,Low,10
8093,Afternoon,Low,5
8094,Evening,High,30
8095,Afternoon,Low,5
8096,Evening,Medium,20
8097,Evening,High,30
8098,Afternoon,Low,5
8099,Morning,Low,5
8100,Afternoon,Low,5
8101,Afternoon,Low,5
8102,Evening,High,30
8103,Morning,Low,5
8104,Afternoon,Low,5
8105,Morning,Low,5
8106,Morning,High,15
8107,Evening,High,30
8108,Afternoon,Medium,10
8109,Morning,Low,5
8110,Evening,Medium,20
8111,Afternoon,Low,5
8112,Afternoon,Low,5
8113,Morning,High,15
8114,Afternoon,Low,5
8115,Morning,Low,5
8116,Afternoon,Low,5
8117,Afternoon,Medium,10
8118,Morning,Medium,10
8119,Morning,Low,5
8120,Afternoon,Low,5
8121,Morning,Medium,10
8122,Evening,High,30
8123,Morning,Low,5
8124,Morning,Low,5
8125,Evening,Medium,20
8126,Evening,High,30
8127,Morning,Medium,10
8128,Afternoon,Medium,10
8129,Afternoon,Low,5
8130,Afternoon,Medium,10
8131,Morning,Medium,10
8132,Afternoon,Low,5
8133,Evening,High,30
8134,Evening,Low,10
8135,Afternoon,Medium,10
8136,Evening,High,30
8137,Evening,High,30
8138,Morning,Low,5
8139,Afternoon,Low,5
8140,Morning,Medium,10
8141,Afternoon,Low,5
8142,Morning,High,15
8143,Evening,Medium,20
8144,Afternoon,Low,5
8145,Afternoon,Low,5
8146,Morning,Low,5
8147,Afternoon,Medium,10
8148,Afternoon,Low,5
8149,Afternoon,Low,5
8150,Morning,Low,5
8151,Afternoon,Low,5
8152,Afternoon,Low,5
8153,Morning,Low,5
8154,Evening,High,30
8155,Morning,High,15
8156,Afternoon,Low,5
8157,Afternoon,Low,5
8158,Evening,High,30
8159,Evening,Medium,20
8160,Afternoon,Low,5
8161,Evening,High,30
8162,Morning,High,15
8163,Evening,High,30
8164,Morning,Low,5
8165,Evening,High,30
8166,Morning,Medium,10
8167,Morning,Medium,10
8168,Morning,Low,5
8169,Morning,Low,5
8170,Morning,Low,5
8171,Evening,Low,10
8172,Morning,Medium,10
8173,Morning,Low,5
8174,Afternoon,Low,5
8175,Evening,Low,10
8176,Afternoon,Low,5
8177,Morning,Low,5
8178,Morning,Low,5
8179,Morning,High,15
8180,Afternoon,Low,5
8181,Afternoon,Low,5
8182,Morning,High,15
8183,Morning,Low,5
8184,Afternoon,Low,5
8185,Afternoon,Low,5
8186,Evening,Medium,20
8187,Evening,High,30
8188,Afternoon,Medium,10
8189,Afternoon,Low,5
8190,Evening,Medium,20
8191,Afternoon,Low,5
8192,Evening,Medium,20
8193,Afternoon,Low,5
8194,Morning,High,15
8195,Afternoon,Low,5
8196,Afternoon,Low,5
8197,Afternoon,Low,5
8198,Afternoon,Medium,10
8199,Evening,Medium,20
8200,Morning,Low,5
8201,Afternoon,Medium,10
8202,Morning,Low,5
8203,Morning,Medium,10
8204,Evening,High,30
8205,Evening,High,30
8206,Morning,Medium,10
8207,Morning,Low,5
8208,Afternoon,Low,5
8209,Afternoon,Medium,10
8210,Afternoon,Medium,10
8211,Afternoon,Low,5
8212,Afternoon,Low,5
8213,Morning,Low,5
8214,Evening,Medium,20
8215,Afternoon,Medium,10
8216,Morning,High,15
8217,Evening,Medium,20
8218,Morning,Medium,10
8219,Evening,Medium,20
8220,Morning,Low,5
8221,Morning,Low,5
8222,Morning,Medium,10
8223,Evening,Medium,20
8224,Afternoon,Medium,10
8225,Afternoon,Low,5
8226,Afternoon,Medium,10
8227,Morning,Medium,10
8228,Evening,Low,10
8229,Afternoon,Medium,10
8230,Afternoon,Low,5
8231,Afternoon,Medium,10
8232,Afternoon,Low,5
8233,Morning,Low,5
8234,Afternoon,Low,5
8235,Evening,High,30
8236,Afternoon,Low,5
8237,Afternoon,Low,5
8238,Evening,High,30
8239,Afternoon,Low,5
8240,Evening,High,30
8241,Afternoon,Low,5
8242,Afternoon,Low,5
8243,Evening,High,30
8244,Afternoon,Low,5
8245,Evening,High,30
8246,Afternoon,Low,5
8247,Evening,High,30
8248,Afternoon,Medium,10
8249,Afternoon,Low,5
8250,Morning,Medium,10
8251,Evening,Low,10
8252,Morning,Medium,10
8253,Morning,High,15
8254,Evening,Medium,20
8255,Morning,Low,5
8256,Morning,Low,5
8257,Evening,Medium,20
8258,Evening,Low,10
8259,Afternoon,Low,5
8260,Morning,Low,5
8261,Morning,Low,5
8262,Morning,Medium,10
8263,Morning,High,15
8264,Evening,Medium,20
8265,Morning,Low,5
8266,Evening,Medium,20
8267,Evening,Medium,20
8268,Evening,High,30
8269,Evening,High,30
8270,Evening,High,30
8271,Afternoon,Low,5
8272,Evening,High,30
8273,Morning,Low,5
8274,Evening,High,30
8275,Afternoon,Low,5
8276,Evening,High,30
8277,Evening,High,30
8278,Afternoon,Medium,10
8279,Evening,Medium,20
8280,Evening,Low,10
8281,Afternoon,Low,5
8282,Evening,High,30
8283,Afternoon,Medium,10
8284,Afternoon,Low,5
8285,Morning,Low,5
8286,Afternoon,Low,5
8287,Evening,Medium,20
8288,Evening,High,30
8289,Afternoon,Low,5
8290,Morning,Medium,10
8291,Morning,Medium,10
8292,Morning,Low,5
8293,Afternoon,Low,5
8294,Afternoon,Medium,10
8295,Afternoon,Low,5
8296,Evening,Medium,20
8297,Afternoon,Low,5
8298,Afternoon,Low,5
8299,Evening,High,30
8300,Morning,Low,5
8301,Afternoon,Low,5
8302,Afternoon,Low,5
8303,Evening,Medium,20
8304,Afternoon,Medium,10
8305,Evening,Medium,20
8306,Afternoon,Low,5
8307,Afternoon,Medium,10
8308,Morning,Low,5
8309,Evening,Medium,20
8310,Morning,High,15
8311,Afternoon,Low,5
8312,Morning,Low,5
8313,Afternoon,Low,5
8314,Afternoon,Low,5
8315,Morning,High,15
8316,Evening,Medium,20
8317,Morning,Low,5
8318,Morning,Medium,10
8319,Evening,Medium,20
8320,Afternoon,Medium,10
8321,Evening,High,30
8322,Afternoon,Low,5
8323,Afternoon,Medium,10
8324,Morning,Low,5
8325,Afternoon,Medium,10
8326,Morning,Medium,10
8327,Evening,High,30
8328,Afternoon,Low,5
8329,Morning,High,15
8330,Evening,High,30
8331,Morning,Low,5
8332,Afternoon,Medium,10
8333,Afternoon,Low,5
8334,Evening,High,30
8335,Evening,High,30
8336,Morning,Low,5
8337,Evening,High,30
8338,Morning,Medium,10
8339,Evening,Medium,20
8340,Morning,Medium,10
8341,Evening,Medium,20
8342,Afternoon,Low,5
8343,Afternoon,Low,5
8344,Morning,Low,5
8345,Evening,Medium,20
8346,Afternoon,Medium,10
8347,Morning,Low,5
8348,Afternoon,Low,5
8349,Afternoon,Low,5
8350,Morning,Low,5
8351,Morning,Low,5
8352,Afternoon,Medium,10
8353,Afternoon,Medium,10
8354,Afternoon,Low,5
8355,Morning,Medium,10
8356,Afternoon,Medium,10
8357,Morning,Medium,10
8358,Afternoon,Low,5
8359,Afternoon,Low,5
8360,Evening,Low,10
8361,Morning,High,15
8362,Afternoon,Low,5
8363,Afternoon,Low,5
8364,Afternoon,Medium,10
8365,Evening,Medium,20
8366,Afternoon,Medium,10
8367,Morning,Low,5
8368,Morning,Low,5
8369,Afternoon,Low,5
8370,Afternoon,Low,5
8371,Evening,High,30
8372,Afternoon,Medium,10
8373,Evening,Low,10
8374,Evening,High,30
8375,Evening,High,30
8376,Morning,Low,5
8377,Evening,Low,10
8378,Afternoon,Medium,10
8379,Evening,High,30
8380,Evening,High,30
8381,Afternoon,Low,5
8382,Morning,High,15
8383,Morning,High,15
8384,Afternoon,Medium,10
8385,Evening,Medium,20
8386,Morning,Low,5
8387,Afternoon,Low,5
8388,Morning,Low,5
8389,Morning,Low,5
8390,Morning,Low,5
8391,Afternoon,Low,5
8392,Morning,High,15
8393,Evening,Medium,20
8394,Morning,Low,5
8395,Evening,Medium,20
8396,Afternoon,Medium,10
8397,Afternoon,Low,5
8398,Evening,Low,10
8399,Afternoon,Medium,10
8400,Afternoon,Low,5
8401,Afternoon,Low,5
8402,Evening,High,30
8403,Evening,High,30
8404,Morning,Low,5
8405,Afternoon,Low,5
8406,Afternoon,Low,5
8407,Morning,Low,5
8408,Evening,High,30
8409,Morning,Medium,10
8410,Morning,High,15
8411,Afternoon,Low,5
8412,Evening,Low,10
8413,Morning,High,15
8414,Morning,Low,5
8415,Afternoon,Medium,10
8416,Afternoon,Low,5
8417,Morning,Low,5
8418,Evening,High,30
8419,Morning,Medium,10
8420,Morning,High,15
8421,Morning,Medium,10
8422,Afternoon,Low,5
8423,Afternoon,Low,5
8424,Afternoon,Low,5
8425,Afternoon,Low,5
8426,Afternoon,Medium,10
8427,Evening,Medium,20
8428,Evening,Medium,20
8429,Afternoon,Low,5
8430,Afternoon,Low,5
8431,Afternoon,Low,5
8432,Evening,Medium,20
8433,Morning,Low,5
8434,Afternoon,Medium,10
8435,Evening,High,30
8436,Afternoon,Low,5
8437,Afternoon,Medium,10
8438,Afternoon,Low,5
8439,Afternoon,Medium,10
8440,Morning,Low,5
8441,Afternoon,Medium,10
8442,Afternoon,Low,5
8443,Afternoon,Low,5
8444,Evening,Medium,20
8445,Afternoon,Low,5
8446,Morning,Low,5
8447,Evening,High,30
8448,Afternoon,Low,5
8449,Morning,High,15
8450,Morning,Medium,10
8451,Afternoon,Medium,10
8452,Morning,High,15
8453,Afternoon,Medium,10
8454,Morning,Medium,10
8455,Afternoon,Medium,10
8456,Evening,Low,10
8457,Afternoon,Low,5
8458,Afternoon,Low,5
8459,Morning,Medium,10
8460,Evening,Medium,20
8461,Evening,Medium,20
8462,Evening,High,30
8463,Morning,Low,5
8464,Evening,High,30
8465,Morning,Low,5
8466,Morning,High,15
8467,Afternoon,Medium,10
8468,Afternoon,Low,5
8469,Morning,Medium,10
8470,Evening,Medium,20
8471,Morning,High,15
8472,Morning,Low,5
8473,Evening,High,30
8474,Afternoon,Low,5
8475,Afternoon,Medium,10
8476,Morning,High,15
8477,Morning,High,15
8478,Evening,Medium,20
8479,Evening,Medium,20
8480,Afternoon,Low,5
8481,Evening,High,30
8482,Afternoon,Low,5
8483,Morning,Medium,10
8484,Evening,Low,10
8485,Afternoon,Medium,10
8486,Afternoon,Low,5
8487,Afternoon,Low,5
8488,Evening,High,30
8489,Morning,Low,5
8490,Evening,High,30
8491,Morning,High,15
8492,Morning,High,15
8493,Evening,High,30
8494,Evening,Low,10
8495,Evening,High,30
8496,Afternoon,Medium,10
8497,Afternoon,Low,5
8498,Morning,Medium,10
8499,Evening,High,30
8500,Morning,Medium,10
8501,Morning,Low,5
8502,Afternoon,Low,5
8503,Morning,Low,5
8504,Afternoon,Low,5
8505,Evening,High,30
8506,Afternoon,Low,5
8507,Evening,Medium,20
8508,Evening,Low,10
8509,Afternoon,Low,5
8510,Morning,Low,5
8511,Afternoon,Low,5
8512,Evening,High,30
8513,Afternoon,Low,5
8514,Afternoon,Medium,10
8515,Morning,High,15
8516,Afternoon,Low,5
8517,Evening,Medium,20
8518,Morning,Medium,10
8519,Evening,High,30
8520,Morning,Medium,10
8521,Evening,High,30
8522,Afternoon,Low,5
8523,Morning,Low,5
8524,Afternoon,Medium,10
8525,Afternoon,Low,5
8526,Afternoon,Low,5
8527,Evening,High,30
8528,Afternoon,Low,5
8529,Morning,Low,5
8530,Morning,Medium,10
8531,Afternoon,Low,5
8532,Morning,Low,5
8533,Afternoon,Medium,10
8534,Afternoon,Low,5
8535,Evening,High,30
8536,Morning,Medium,10
8537,Morning,Low,5
8538,Morning,Medium,10
8539,Morning,Low,5
8540,Evening,Low,10
8541,Afternoon,Low,5
8542,Morning,High,15
8543,Morning,Low,5
8544,Afternoon,Medium,10
8545,Morning,Medium,10
8546,Afternoon,Medium,10
8547,Evening,Medium,20
8548,Morning,High,15
8549,Evening,Medium,20
8550,Evening,High,30
8551,Afternoon,Medium,10
8552,Afternoon,Low,5
8553,Morning,Medium,10
8554,Evening,Medium,20
8555,Afternoon,Low,5
8556,Evening,High,30
8557,Afternoon,Low,5
8558,Evening,High,30
8559,Afternoon,Medium,10
8560,Morning,Low,5
8561,Afternoon,Low,5
8562,Afternoon,Low,5
8563,Morning,Low,5
8564,Afternoon,Medium,10
8565,Morning,Low,5
8566,Afternoon,Low,5
8567,Morning,High,15
8568,Morning,Low,5
8569,Evening,Low,10
8570,Morning,High,15
8571,Morning,Low,5
8572,Afternoon,Low,5
8573,Afternoon,Low,5
8574,Morning,Low,5
8575,Evening,Medium,20
8576,Afternoon,Low,5
8577,Evening,High,30
8578,Afternoon,Low,5
8579,Afternoon,Low,5
8580,Evening,Medium,20
8581,Afternoon,Medium,10
8582,Afternoon,Medium,10
8583,Afternoon,Low,5
8584,Evening,High,30
8585,Evening,Low,10
8586,Morning,Low,5
8587,Afternoon,Low,5
8588,Evening,High,30
8589,Afternoon,Low,5
8590,Afternoon,Medium,10
8591,Afternoon,Low,5
8592,Morning,Medium,10
8593,Afternoon,Medium,10
8594,Afternoon,Medium,10
8595,Evening,Medium,20
8596,Afternoon,Low,5
8597,Morning,High,15
8598,Afternoon,Low,5
8599,Afternoon,Low,5
8600,Afternoon,Low,5
8601,Afternoon,Medium,10
8602,Morning,Low,5
8603,Afternoon,Low,5
8604,Afternoon,Medium,10
8605,Morning,High,15
8606,Morning,Medium,10
8607,Morning,Low,5
8608,Afternoon,Medium,10
8609,Morning,Low,5
8610,Evening,Medium,20
8611,Afternoon,Low,5
8612,Afternoon,Medium,10
8613,Evening,Low,10
8614,Evening,Low,10
8615,Evening,High,30
8616,Afternoon,Medium,10
8617,Evening,Low,10
8618,Evening,Medium,20
8619,Morning,Medium,10
8620,Morning,Low,5
8621,Afternoon,Low,5
8622,Morning,High,15
8623,Morning,Medium,10
8624,Evening,Low,10
8625,Morning,Low,5
8626,Morning,High,15
8627,Afternoon,Low,5
8628,Afternoon,Low,5
8629,Evening,Medium,20
8630,Afternoon,Low,5
8631,Evening,Low,10
8632,Morning,Low,5
8633,Morning,Low,5
8634,Morning,Low,5
8635,Evening,High,30
8636,Afternoon,Low,5
8637,Afternoon,Low,5
8638,Afternoon,Medium,10
8639,Morning,Medium,10
8640,Morning,Medium,10
8641,Afternoon,Low,5
8642,Afternoon,Low,5
8643,Evening,Medium,20
8644,Morning,Low,5
8645,Morning,Medium,10
8646,Evening,Medium,20
8647,Afternoon,Low,5
8648,Afternoon,Low,5
8649,Afternoon,Low,5
8650,Morning,Low,5
8651,Morning,High,15
8652,Evening,Medium,20
8653,Afternoon,Medium,10
8654,Morning,Low,5
8655,Morning,Low,5
8656,Afternoon,Low,5
8657,Morning,Medium,10
8658,Afternoon,Low,5
8659,Evening,High,30
8660,Evening,High,30
8661,Evening,Medium,20
8662,Evening,Medium,20
8663,Evening,Medium,20
8664,Evening,Medium,20
8665,Morning,Low,5
8666,Evening,Low,10
8667,Afternoon,Low,5
8668,Afternoon,Low,5
8669,Afternoon,Low,5
8670,Morning,Low,5
8671,Morning,Medium,10
8672,Morning,High,15
8673,Morning,High,15
8674,Afternoon,Medium,10
8675,Afternoon,Low,5
8676,Morning,Medium,10
8677,Morning,Medium,10
8678,Afternoon,Medium,10
8679,Afternoon,Low,5
8680,Morning,High,15
8681,Afternoon,Low,5
8682,Afternoon,Low,5
8683,Afternoon,Low,5
8684,Afternoon,Low,5
8685,Morning,Medium,10
8686,Afternoon,Low,5
8687,Afternoon,Low,5
8688,Afternoon,Low,5
8689,Afternoon,Low,5
8690,Afternoon,Low,5
8691,Evening,Low,10
8692,Evening,High,30
8693,Morning,Low,5
8694,Morning,Medium,10
8695,Afternoon,Low,5
8696,Evening,High,30
8697,Afternoon,Low,5
8698,Evening,High,30
8699,Afternoon,Medium,10
8700,Morning,Medium,10
8701,Morning,Low,5
8702,Morning,Low,5
8703,Evening,High,30
8704,Afternoon,Low,5
8705,Afternoon,Low,5
8706,Morning,Low,5
8707,Evening,Medium,20
8708,Morning,Medium,10
8709,Evening,Low,10
8710,Evening,Medium,20
8711,Morning,Low,5
8712,Afternoon,Medium,10
8713,Evening,Low,10
8714,Evening,High,30
8715,Evening,High,30
8716,Afternoon,Low,5
8717,Afternoon,Medium,10
8718,Afternoon,Low,5
8719,Evening,Medium,20
8720,Morning,Medium,10
8721,Afternoon,Medium,10
8722,Afternoon,Low,5
8723,Morning,Medium,10
8724,Morning,Low,5
8725,Morning,Medium,10
8726,Evening,Low,10
8727,Afternoon,Low,5
8728,Morning,Medium,10
8729,Morning,Low,5
8730,Afternoon,Low,5
8731,Morning,Low,5
8732,Afternoon,Medium,10
8733,Morning,Low,5
8734,Afternoon,Low,5
8735,Evening,Medium,20
8736,Evening,Medium,20
8737,Afternoon,Medium,10
8738,Evening,Medium,20
8739,Morning,High,15
8740,Evening,Medium,20
8741,Morning,Medium,10
8742,Afternoon,Low,5
8743,Evening,High,30
8744,Morning,Medium,10
8745,Morning,Medium,10
8746,Morning,Low,5
8747,Morning,Low,5
8748,Morning,Low,5
8749,Evening,High,30
8750,Afternoon,Medium,10
8751,Afternoon,Medium,10
8752,Afternoon,Low,5
8753,Afternoon,Low,5
8754,Morning,Medium,10
8755,Afternoon,Low,5
8756,Afternoon,Low,5
8757,Afternoon,Medium,10
8758,Evening,High,30
8759,Morning,Medium,10
8760,Morning,Medium,10
8761,Afternoon,Low,5
8762,Afternoon,Low,5
8763,Morning,Low,5
8764,Evening,High,30
8765,Afternoon,Low,5
8766,Afternoon,Medium,10
8767,Afternoon,Low,5
8768,Morning,Low,5
8769,Morning,High,15
8770,Afternoon,Low,5
8771,Morning,Medium,10
8772,Morning,Medium,10
8773,Morning,Low,5
8774,Afternoon,Low,5
8775,Morning,High,15
8776,Afternoon,Medium,10
8777,Morning,Medium,10
8778,Afternoon,Medium,10
8779,Morning,Low,5
8780,Afternoon,Low,5
8781,Morning,Medium,10
8782,Afternoon,Low,5
8783,Afternoon,Medium,10
8784,Afternoon,Medium,10
8785,Afternoon,Low,5
8786,Afternoon,Low,5
8787,Evening,High,30
8788,Afternoon,Low,5
8789,Afternoon,Low,5
8790,Afternoon,Low,5
8791,Evening,Medium,20
8792,Afternoon,Medium,10
8793,Morning,Low,5
8794,Morning,Low,5
8795,Evening,Medium,20
8796,Evening,Medium,20
8797,Evening,High,30
8798,Afternoon,Medium,10
8799,Afternoon,Low,5
8800,Evening,High,30
8801,Evening,High,30
8802,Morning,Medium,10
8803,Evening,Medium,20
8804,Evening,Medium,20
8805,Evening,Medium,20
8806,Evening,High,30
8807,Evening,Medium,20
8808,Morning,Low,5
8809,Afternoon,Low,5
8810,Morning,High,15
8811,Afternoon,Low,5
8812,Afternoon,Low,5
8813,Afternoon,Medium,10
8814,Morning,High,15
8815,Afternoon,Low,5
8816,Morning,Medium,10
8817,Evening,High,30
8818,Evening,High,30
8819,Morning,High,15
8820,Morning,Medium,10
8821,Afternoon,Low,5
8822,Afternoon,Low,5
8823,Afternoon,Low,5
8824,Afternoon,Low,5
8825,Evening,Medium,20
8826,Morning,Medium,10
8827,Afternoon,Low,5
8828,Afternoon,Low,5
8829,Evening,Low,10
8830,Afternoon,Medium,10
8831,Evening,Low,10
8832,Afternoon,Low,5
8833,Afternoon,Low,5
8834,Morning,Medium,10
8835,Afternoon,Low,5
8836,Afternoon,Low,5
8837,Evening,High,30
8838,Afternoon,Low,5
8839,Evening,Low,10
8840,Afternoon,Medium,10
8841,Afternoon,Low,5
8842,Morning,Medium,10
8843,Afternoon,Medium,10
8844,Evening,Medium,20
8845,Morning,Medium,10
8846,Evening,High,30
8847,Afternoon,Low,5
8848,Afternoon,Low,5
8849,Morning,Low,5
8850,Evening,High,30
8851,Morning,Low,5
8852,Morning,Medium,10
8853,Evening,Medium,20
8854,Afternoon,Low,5
8855,Morning,Low,5
8856,Afternoon,Low,5
8857,Afternoon,Low,5
8858,Afternoon,Medium,10
8859,Evening,Medium,20
8860,Afternoon,Low,5
8861,Afternoon,Low,5
8862,Morning,High,15
8863,Morning,High,15
8864,Morning,Low,5
8865,Evening,Medium,20
8866,Morning,Low,5
8867,Morning,High,15
8868,Afternoon,Low,5
8869,Afternoon,Medium,10
8870,Evening,Low,10
8871,Morning,Medium,10
8872,Evening,Medium,20
8873,Afternoon,Low,5
8874,Afternoon,Low,5
8875,Morning,High,15
8876,Evening,Low,10
8877,Afternoon,Low,5
8878,Morning,High,15
8879,Evening,High,30
8880,Evening,High,30
8881,Afternoon,Low,5
8882,Morning,Medium,10
8883,Morning,Medium,10
8884,Evening,Medium,20
8885,Evening,Medium,20
8886,Evening,Medium,20
8887,Morning,High,15
8888,Morning,Low,5
8889,Afternoon,Low,5
8890,Morning,Medium,10
8891,Afternoon,Low,5
8892,Afternoon,Medium,10
8893,Afternoon,Low,5
8894,Morning,High,15
8895,Evening,Medium,20
8896,Evening,High,30
8897,Afternoon,Low,5
8898,Afternoon,Low,5
8899,Evening,Medium,20
8900,Evening,Medium,20
8901,Morning,Low,5
8902,Afternoon,Medium,10
8903,Evening,Medium,20
8904,Afternoon,Medium,10
8905,Morning,Medium,10
8906,Evening,Medium,20
8907,Evening,High,30
8908,Afternoon,Medium,10
8909,Afternoon,Medium,10
8910,Morning,Low,5
8911,Evening,Medium,20
8912,Afternoon,Low,5
8913,Morning,High,15
8914,Afternoon,Low,5
8915,Evening,High,30
8916,Morning,Low,5
8917,Morning,Low,5
8918,Afternoon,Low,5
8919,Evening,Medium,20
8920,Evening,High,30
8921,Evening,Medium,20
8922,Morning,Medium,10
8923,Afternoon,Medium,10
8924,Afternoon,Medium,10
8925,Morning,Low,5
8926,Evening,Medium,20
8927,Afternoon,Medium,10
8928,Afternoon,Medium,10
8929,Afternoon,Low,5
8930,Evening,Medium,20
8931,Evening,Medium,20
8932,Afternoon,Low,5
8933,Morning,Medium,10
8934,Morning,Low,5
8935,Morning,Low,5
8936,Morning,Low,5
8937,Afternoon,Medium,10
8938,Afternoon,Medium,10
8939,Evening,Medium,20
8940,Evening,Medium,20
8941,Afternoon,Low,5
8942,Morning,High,15
8943,Evening,Low,10
8944,Afternoon,Low,5
8945,Afternoon,Medium,10
8946,Evening,High,30
8947,Morning,Low,5
8948,Evening,Low,10
8949,Afternoon,Low,5
8950,Afternoon,Low,5
8951,Morning,Low,5
8952,Evening,High,30
8953,Evening,High,30
8954,Morning,Medium,10
8955,Morning,Low,5
8956,Morning,Low,5
8957,Afternoon,Medium,10
8958,Afternoon,Low,5
8959,Afternoon,Low,5
8960,Evening,High,30
8961,Morning,Low,5
